id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
19946278,Cute and lovely 1 BR Hyde Park apartment,19575009,Yaniv,,Hyde Park,41.79084,-87.58866,Entire home/apt,43,7,0,,,1,0,0,City registration pending
19947248,Apartment in Portage Park,23384697,Alex,,Portage Park,41.95611,-87.78666,Entire home/apt,80,2,133,2021-11-27,2.49,3,220,5,R17000017701
19947376,Spacious Vintage 3 BR in Chicago's NorthCenter!,141373153,Lins,,North Center,41.95626,-87.67739,Entire home/apt,128,2,98,2021-12-05,1.87,1,222,9,R19000039118
19949152,Adorable Wicker Park Apartment,1666010,Rachel,,West Town,41.90469,-87.68427,Entire home/apt,113,2,119,2021-11-27,2.24,1,255,32,R17000017877
19952090,Modern Graystone Apartment in Popular Foodie Neighborhood,2021885,Jason,,Logan Square,41.92165,-87.69959,Entire home/apt,211,2,76,2021-11-14,1.43,1,153,31,City registration pending
19952780,Come Together in This Vibrant Restored Mansion near Wrigley,23466594,Ana,,Uptown,41.96504,-87.65423,Entire home/apt,971,2,110,2021-11-06,2.07,1,257,20,R17000017791
19960802,Bright & Sunny Logan Square Apartment With Parking,141511846,Naseer,,Logan Square,41.91674,-87.71433,Entire home/apt,97,1,217,2021-11-28,4.08,1,356,12,R18000025076
19964263,Sophia’s Room/Lincoln Park Bedroom/Bathroom,147093889,Sophia,,Lincoln Park,41.91637,-87.65543,Private room,57,1,123,2021-11-23,2.31,1,58,22,R18000034054
19969586,Amazing 2 bedroom apartment on prime location,141601907,Emil,,Jefferson Park,41.97027,-87.76887,Entire home/apt,99,2,98,2021-11-26,1.85,1,164,21,City registration pending
19982288,Ravenswood Contemporary One Bedroom,63158338,Cathy,,Lincoln Square,41.97276,-87.67533,Entire home/apt,106,3,2,2017-08-14,0.04,1,0,0,City registration pending
19984762,Caroline’s room/Private Room/Lincoln Park,139094281,Lynne,,Lincoln Park,41.91489,-87.65328,Private room,60,1,124,2021-11-21,2.33,3,63,28,R18000034054
19985841,Admire the Iconic Chicago Skyline at a Wicker Park Penthouse,38111959,Joanna (Dba Blue Sky Home Rentals),,West Town,41.90046,-87.67061,Entire home/apt,500,1,57,2020-12-19,1.07,3,0,1,R18000034206
19986833,Urban studio in the upscale area of Chicago,102259745,Mar,,Near North Side,41.90985,-87.65137,Entire home/apt,71,1,18,2017-09-25,0.34,1,0,0,City registration pending
19998637,Daniel’s Room/Private Bedroom/ Lincoln Park,139094281,Lynne,,Lincoln Park,41.91666,-87.65338,Private room,54,1,137,2021-11-08,2.58,3,75,26,R18000034054
20012365,2 bedroom apartment Near transit and expressway.,131691866,Cesar,,Albany Park,41.96891,-87.74697,Entire home/apt,60,60,34,2021-06-30,0.66,1,55,1,R18000034958
20026411,Bright Bucktown 3 Bedroom Near the 606,70926675,Bob,,Logan Square,41.91764,-87.67359,Entire home/apt,252,1,136,2021-08-09,2.56,1,262,24,R21000060524
20031445,Affordable extended stay - everything you need!,5363019,Jessica,,Lincoln Park,41.93144,-87.66954,Private room,50,7,1,2017-10-09,0.02,2,0,0,R17000015046
20033899,Ravenswood Roost: A relaxing townhome private room,137396911,David,,Uptown,41.97232,-87.67399,Private room,44,2,115,2020-03-20,2.16,1,66,0,City registration pending
20036818,Convenient and Comfortable Logan Square Apt.(w/AC),137501409,Giovannie,,Avondale,41.93238,-87.72055,Entire home/apt,81,1,173,2021-11-28,3.24,2,69,25,R17000017712
20046383,"Perfect for Lollapalooza, right next to the event!",50845988,Jesse,,Loop,41.88448,-87.6238,Entire home/apt,200,2,1,2017-07-25,0.02,1,0,0,City registration pending
20053035,Modern Chicago Loft with a Complimentary Garage Spot,117498144,Dasha & Owen,,Irving Park,41.94364,-87.72912,Entire home/apt,101,1,537,2021-12-08,10.14,4,352,93,“City registration pending”
20054600,Beautiful Condo w/ Skyline Views & Private Decks,38111959,Joanna (Dba Blue Sky Home Rentals),,West Town,41.90239,-87.67084,Entire home/apt,226,2,7,2020-02-04,0.20,3,0,0,Registration Number: R17000017884
20055461,Queen private bedroom in Irving!,55699305,Maria Camila,,Irving Park,41.95354,-87.71183,Private room,56,2,62,2021-10-22,1.17,2,87,8,R21000064651
20070634,Super Spacious Art Deco Home,9094538,Nicole,,Lake View,41.93822,-87.66372,Entire home/apt,99,2,16,2021-04-03,0.30,25,0,1,City registration pending
20076199,Hotel Perks - Private Bedroom | Private Bathroom,57387860,Freehand,,Near North Side,41.89235,-87.62732,Hotel room,104,1,135,2021-12-11,3.00,24,351,40,R18000024404
20133959,Safe & Available for Last Minute Travelers,19800170,Deidre E S.O.,,West Ridge,42.00036,-87.68099,Private room,60,1,0,,,1,0,0,City registration pending
20134949,Upscale Lakeview Apt. in the Southport Corridor,85364675,Steve,,Lake View,41.94509,-87.66596,Entire home/apt,268,1,34,2021-09-26,0.64,1,10,6,R20000058336
20148895,Townhouse with Beautiful River View,11162257,Lisa,,Logan Square,41.93361,-87.68508,Entire home/apt,150,365,0,,,1,20,0,R18000030281
20155800,Cozy Coach House - An Urban Oasis In Little Italy!,134623319,Fabiola,,Near West Side,41.87051,-87.68368,Entire home/apt,106,3,6,2018-08-07,0.12,2,27,0,City registration pending
20176345,South Loop Luxury Lofts,139765116,Jose,,Bridgeport,41.84117,-87.65916,Entire home/apt,200,2,50,2021-10-17,0.95,4,162,17,City registration pending
20181953,Spacious & Elegant Old Town Duplex,42982894,Robert,,Near North Side,41.90786,-87.63864,Entire home/apt,357,1,5,2021-11-27,0.10,1,347,1,R21000070779
20194893,Cozy spot in popular Pilsen; steps from CTA,67261839,Madeleine,,Lower West Side,41.85668,-87.68061,Entire home/apt,99,2,85,2021-10-25,1.63,1,2,24,R17000017826
20208487,Lovely UofC  Prof mansion great on campus location,143937691,Caryl,,Hyde Park,41.79526,-87.59644,Private room,150,1,57,2021-10-17,1.08,6,237,12,R21000074380
20227969,Historic campus home UofC Prof owned top location,143937691,Caryl,,Hyde Park,41.79346,-87.59767,Private room,150,1,56,2021-11-01,1.06,6,243,15,R21000074380
20230637,"Top location, sunny UofC Prof on campus home",143937691,Caryl,,Hyde Park,41.7942,-87.59702,Private room,130,1,60,2021-10-27,1.16,6,153,17,R21000074380
20231915,Med Students on Short Term Rotation- Brown Room,65233761,Caryn,,Mount Greenwood,41.69094,-87.7252,Private room,25,21,3,2018-12-29,0.06,2,330,0,
20235190,302 Sweet Sensation room Andersonville Free wifi,127235673,Alex,,Edgewater,41.98532,-87.67212,Private room,35,1,49,2021-10-22,0.92,12,106,8,R17000014400
20264618,1  Private bedroom/bathroom available 2 beds,48027087,Jacqueline,,West Ridge,42.00834,-87.68953,Private room,56,2,35,2021-10-22,0.67,2,364,15,R17000018637
20286462,Great room with private bathroom,27232871,Fabio,,West Town,41.9001,-87.67019,Private room,53,1,125,2021-12-07,2.41,2,265,22,R18000034122
20294580,Pilsen Apartment for 4 people,47035703,Edwin,,Lower West Side,41.85527,-87.67665,Entire home/apt,164,32,136,2021-11-27,2.65,3,85,31,R17000017752
20306736,Spacious private bedroom/bathroom available 1 bed,48027087,Jacqueline,,West Ridge,42.00834,-87.6903,Private room,50,2,18,2021-11-08,0.59,2,40,12,R17000018637
20307202,"Full apartment two bedrooms, Wriggly village.",144853239,Yazzen,,Lake View,41.94808,-87.65972,Private room,65,1,0,,,1,0,0,City registration pending
20319676,"★2BR WICKER PARK★ Near groceries, train, nightlife",50234199,Ann,,West Town,41.90717,-87.66837,Entire home/apt,109,1,250,2021-11-28,4.80,1,65,47,R19000042286
20321044,Great/Cozy room with bath close to train,4134653,Gui,,Armour Square,41.83928,-87.63315,Private room,65,2,87,2021-10-11,1.65,1,365,3,R17000020475
20352994,2nd fl clean spacious ntflix 2bdr No pets no party,129049667,Carmen,,South Lawndale,41.8438,-87.72759,Entire home/apt,80,2,140,2020-03-15,2.71,1,0,0,R21000062927
20358249,"Deluxe Guest Home, Lakeview / Wrigleyville 3BD 2BA",117655306,Gerry,,Lake View,41.94461,-87.66092,Entire home/apt,197,2,157,2021-12-12,3.09,1,151,31,R18000031655
20359172,Palmer Square/606 trail. Armitage/Kedzie/Cortland.,126427813,Emery,,Logan Square,41.91658,-87.70586,Entire home/apt,98,3,77,2021-07-29,1.48,1,81,1,R17000020432
20360882,Historic campus house owned by U of C Prof,143937691,Caryl,,Hyde Park,41.79486,-87.59768,Private room,150,1,39,2021-10-17,0.75,6,246,8,R21000074380
20361494,"Edgewater, private, charming coach house 1 (of 2) Licensed by the City of Chicago 2209375",40281169,Kate,,Edgewater,41.98546,-87.65906,Private room,121,1,77,2021-11-30,1.57,2,300,34,2209375
20378811,"*HEART of Wrigley 3 Bdrms*, 5min Walk to CTA Train",1597671,Naomi And JJ,,Lake View,41.9456,-87.65285,Entire home/apt,200,2,69,2020-03-15,1.31,3,0,0,R19000037400
20379044,Best Location-Southport Corridor,12090996,Jonathan,,Lake View,41.94678,-87.66642,Entire home/apt,248,1,140,2021-10-31,2.65,2,87,21,R18000026699
20379610,OHC Gorgeous Huge Studio Apt Steps to Blue Line,5228189,Matthew,,West Town,41.89484,-87.65493,Entire home/apt,82,1,228,2021-12-02,4.41,17,353,51,R18000030294
20381591,Beautiful Two Bedroom!,54646953,Ben,,Lake View,41.93741,-87.65639,Entire home/apt,80,2,165,2021-12-13,3.24,1,53,51,R20000053593
20404890,Wicker Park/Ukie Village Classic Chicago Greystone,51695662,Stephanie,,West Town,41.90238,-87.67771,Private room,45,1,130,2019-12-30,2.46,1,0,0,R18000036984
20406582,Cozy Apartment with Free Parking,8480922,Samuel,,Albany Park,41.96796,-87.70787,Entire home/apt,116,2,290,2021-11-28,5.67,4,144,65,R18000034929
20413421,The Buck Stop,87829262,Arlete,,Logan Square,41.92234,-87.68441,Entire home/apt,106,2,307,2021-12-13,5.89,1,99,80,R21000075015
20425593,Midcentury Modern Lakeview 2 Bedroom Apartment,5164564,Michelle,,Lake View,41.93476,-87.6504,Entire home/apt,195,5,110,2021-11-29,2.12,1,87,33,R17000020001
20427016,Humboldt Park House (no parties),38481821,William,,Humboldt Park,41.90927,-87.71204,Entire home/apt,137,2,211,2021-11-27,4.17,2,162,28,R21000072735
20438390,The Lodge Chicago,109145304,Shelby + Bob,,Rogers Park,42.00062,-87.66953,Entire home/apt,105,2,80,2021-12-05,1.52,1,54,29,R21000071803
20454596,Perfect Northside loc. Wrigley!! Free St Parking!,648385,Jaime And Michael,,Uptown,41.96229,-87.66529,Private room,73,2,20,2019-09-22,0.39,1,0,0,R17000019325
20456769,Joyful space at 606 running trail; home w/ Husky,77184578,Christine,,West Town,41.9136,-87.67877,Private room,38,1,4,2020-03-15,0.08,1,0,0,R17000018680
20457252,The Secret Stache,146033445,Dead Flowers,,Logan Square,41.92222,-87.69832,Entire home/apt,55,1,228,2021-11-30,4.38,1,36,35,R21000075293
20458572,City House /Garage-Walk to Train,25715675,Joyce,,Near West Side,41.87757,-87.67584,Entire home/apt,87,3,268,2021-12-05,5.14,2,78,62,R18000036365
20492835,Private Room and Private Bathroom in Charming Home,48966050,Darryl,,Near West Side,41.86448,-87.68272,Private room,69,1,112,2021-07-12,2.15,1,0,8,R17000019239
20497895,Spacious Lakeview studio apt near Wrigley,146333051,Lloyd,,Lake View,41.95227,-87.66934,Entire home/apt,80,1,246,2021-11-27,4.72,1,141,7,R17000019251
20498813,Andersonville cozy 1 bedroom basement suite,146342995,Sue,,Edgewater,41.98025,-87.67236,Entire home/apt,109,2,159,2021-12-12,3.23,1,250,42,R18000036348
20503258,Modern Apartment  - Cleaned by Cleancio,68127227,Rocio,,West Town,41.90175,-87.66801,Entire home/apt,1200,32,0,,,1,0,0,
20503650,"Nice Rehab w/Character, Quiet Area, Ent. 2 Bed Apt",93922918,Travis,,Hermosa,41.92047,-87.7297,Entire home/apt,111,5,30,2021-09-24,0.57,1,16,4,R19000050601
20517017,The Avondale Adventure - 2BR / 1BA Condo,5121232,Lawrence,,Avondale,41.93787,-87.69883,Entire home/apt,166,1,142,2021-12-04,2.96,1,333,39,R20000059267
20524028,2 Bedroom Apartment by O'Hare/CTA/I90 Free Parking,64513360,Paul,,Norwood Park,41.97479,-87.79015,Entire home/apt,79,1,172,2021-11-29,4.65,1,69,48,R18000031938
20543019,Explore Hip Logan Square from a Modern Apartment,2069798,Afsha,,Logan Square,41.91451,-87.71061,Entire home/apt,114,1,177,2021-10-08,3.38,6,53,32,R20000054738
20553228,Lazaro2720 (2F),36128270,Juanita,,North Lawndale,41.85885,-87.69301,Private room,29,2,112,2021-11-21,2.13,7,353,1,R21000073043
20554662,Bright and Modern Logan Square Condo,15286674,Emmy,,Logan Square,41.92608,-87.7046,Private room,108,2,3,2017-11-19,0.06,1,0,0,City registration pending
20555663,Gorgeous Logan Square - Private Bedroom #2,78695107,Kathy,,Logan Square,41.92993,-87.71919,Private room,29,1,84,2018-08-26,1.61,1,0,0,City registration pending
20586078,Sunny Logan Square Artists' home,15856079,Kyle,,Logan Square,41.92169,-87.72111,Entire home/apt,93,1,163,2021-12-02,3.13,1,284,36,R21000064760
20591362,Modern Bedroom in Vintage Apartment,20823027,Rich,,North Center,41.95332,-87.67951,Private room,70,1,22,2018-08-23,0.42,1,0,0,City registration pending
20601137,Historic Coach House Cottage,147218562,RAL Properties,,Grand Boulevard,41.8126,-87.61295,Entire home/apt,105,1,165,2021-10-24,3.18,2,346,27,City Registration Pending
20605570,Englewood,147258915,Lamar,,Englewood,41.78888,-87.63243,Private room,70,4,0,,,1,0,0,City registration pending
20606318,Spacious Lofted Condo in Chicago,8278094,Charles,,Near West Side,41.86343,-87.65499,Entire home/apt,77,1,3,2017-09-04,0.06,1,0,0,City registration pending
20640570,"Spacious, comfy room in Beverly",980036,Carolyn,,Beverly,41.71909,-87.67636,Private room,45,2,44,2021-06-06,0.85,1,0,1,R20000053647
20641086,2 Rooms & Private Bath Near Downtown Chicago,26928601,Idaima,,Lower West Side,41.85874,-87.66146,Private room,75,2,29,2018-10-09,0.57,1,0,0,R17000017655
20647880,Inviting 2 Bedroom Apartment in Roscoe Village,147654278,Lara,,North Center,41.94552,-87.68531,Entire home/apt,132,3,73,2021-12-12,1.61,1,116,14,R17000019219
20649033,Private Lincoln Square one bed+bath studio apt.,7420910,Janet,,Lincoln Square,41.96998,-87.6818,Entire home/apt,125,2,164,2021-12-12,3.34,1,145,52,R18000036336
20650327,Beautiful Single Family,24108334,Shonna,,Near West Side,41.88402,-87.69133,Private room,275,3,0,,,1,0,0,R19000038953
20650575,2 Floor - 4 BR- 4Baths Condo Near downtown Chicago,76133827,Anny,,West Town,41.89752,-87.66363,Entire home/apt,381,1,55,2021-11-14,1.28,6,328,21,R17000015327
20662575,Not Available,22289909,Edison,,Irving Park,41.95374,-87.70706,Private room,99,2,39,2019-09-14,0.75,1,180,0,R17000019247
20666176,Cozy Victorian Cottage-1 BR Apartment- Sleeps 3!,22690738,Kristin,,Logan Square,41.92658,-87.71973,Entire home/apt,103,3,162,2021-11-28,3.27,1,80,22,R19000038140
20679988,Amadeus Stay - Hip Central 3bdrm Apt +Free Parking,11742953,Michelle,,North Center,41.95371,-87.67784,Entire home/apt,176,1,117,2021-11-29,2.46,1,263,31,R19000050495
20689785,"Historic campus U of C Prof. mansion, top location",143937691,Caryl,,Hyde Park,41.79327,-87.59678,Private room,150,1,39,2021-11-10,0.78,6,2,3,R17000017590
20709328,"Awesome space, great location!",2108039,Edmund,,Uptown,41.96916,-87.65848,Private room,49,3,74,2019-10-14,1.46,1,0,0,R17000020018
20712959,Family Friendly 3BR Duplex in Roscoe Village,72758399,John,,North Center,41.93533,-87.67542,Entire home/apt,135,3,146,2021-11-21,2.81,1,244,39,R17000020051
20713577,Private Room - Close to Wrigley Field,86905611,Stephanie,,Irving Park,41.95676,-87.70154,Private room,38,1,3,2017-10-01,0.06,1,0,0,City registration pending
20727489,❤ Instagram worthy view! Luxury High-rise Downtown,34622220,Rod,,Loop,41.87122,-87.62745,Entire home/apt,182,3,186,2021-12-06,3.94,1,2,26,City registration pending
20745744,"Well-appointed, Spacious 2 Bed in the Gold Coast!",91881711,Megan,,Near North Side,41.90336,-87.62932,Entire home/apt,112,3,98,2021-11-29,1.99,5,49,32,City registration pending
20756430,"Pet-friendly, entire 3 BR in Hot Logan Square!",45239294,Cherie,,West Town,41.91237,-87.69812,Entire home/apt,99,6,32,2021-09-30,0.62,3,179,5,City registration pending
20756854,Art Filled Logan Square Apt w/ Outdoor Green Space,4169153,Bryan,,Avondale,41.93557,-87.70507,Entire home/apt,126,3,20,2021-11-28,0.39,1,4,8,R20000054200
20757313,WrigleyVilla - 1/2 Block From Wrigley Field!,127574066,Kit & Jo,,Lake View,41.94912,-87.65688,Entire home/apt,350,2,56,2021-11-21,1.08,1,90,8,R19000039126
20760300,★Private Room CLOSE to Downtown & McCormick Place★,53120834,Lulu,,Near South Side,41.85927,-87.62519,Private room,85,1,58,2019-01-01,1.12,1,0,0,R18000036385
20774377,Loyola wonderful room,112976578,William,,Rogers Park,42.00363,-87.66342,Private room,299,7,20,2019-08-18,0.39,1,89,0,City registration pending
20796390,"East Pilsen Apartment - Loop, McCormick, UIC",5228189,Matthew,,Lower West Side,41.85849,-87.64372,Entire home/apt,159,1,144,2020-05-03,2.80,17,0,0,City registration pending
20796999,"Lovely, bright, 3-bedroom Avondale flat. Private.",149092372,Flor,,Avondale,41.93812,-87.72454,Entire home/apt,105,1,275,2021-12-12,5.29,1,304,57,R17000020034
20817864,2BR/1Bath in trendy Ukrainian Village/Wicker Park,149305287,Mee,,West Town,41.89771,-87.66813,Entire home/apt,115,1,184,2021-11-29,3.54,1,64,31,R20000053639
20818822,4BDRM Gorgeous Apt Pilsen Private Parking avail,149317569,Tony,,Lower West Side,41.85346,-87.68378,Entire home/apt,101,2,157,2021-11-21,3.54,2,253,40,R19000042370
20828757,Wicker★Park Blue Line Subway@Division East★Village,30003626,Maggie & Steve,,West Town,41.90145,-87.6675,Entire home/apt,83,2,210,2021-12-12,4.33,1,67,69,R19000047746
20834078,Milagro2720 (2F),36128270,Juanita,,North Lawndale,41.85704,-87.69476,Private room,28,1,115,2021-11-09,2.21,7,348,6,R21000073043
20834660,Bright & Spacious Noble Square Loft,113562870,Amy,,West Town,41.89589,-87.66303,Entire home/apt,133,2,138,2021-11-28,2.67,1,74,42,R19000050528
20862938,Spacious and Welcoming Ravenswood Garden Unit,3291424,Katie,,North Center,41.95977,-87.6766,Entire home/apt,96,1,140,2021-12-10,2.74,1,71,28,R17000020086
20868748,101 Comfortable Remodeled Private Room Free wifi,127235673,Alex,,Rogers Park,42.00629,-87.66827,Private room,34,1,32,2021-10-18,0.62,12,133,8,R20000053601
20869579,102 Beautiful Remodeled Private Room Free wifi 102,127235673,Alex,,Rogers Park,42.00629,-87.66827,Private room,34,1,36,2021-11-12,0.69,12,132,9,R17000020005
20872794,Apartment in Wicker Park/Bucktown,45445328,Kristen,,West Town,41.91153,-87.67516,Shared room,75,1,1,2017-09-12,0.02,1,0,0,City registration pending
20885281,South Loop Condo,149962790,Alexander,,Near South Side,41.86272,-87.62512,Entire home/apt,250,2,1,2017-10-09,0.02,1,0,0,City registration pending
20916099,Great$ Beautiful 2 Bed 2 Bath Near McCormick Place,14682523,Nicole,,Near South Side,41.86135,-87.62617,Entire home/apt,99,90,71,2020-03-02,1.38,1,365,0,City registration pending
20918966,Charming 2 Bedroom apartment in Irving Park,150353780,A,,Irving Park,41.95818,-87.7219,Entire home/apt,90,2,0,,,1,0,0,City registration pending
20921013,Comfortable Garden Apartment,149862178,Lv,,Chicago Lawn,41.77799,-87.68958,Private room,35,1,1,2017-09-19,0.02,1,0,0,City registration pending
20928198,Cute Old Town Room,150436953,Kalin,,Near North Side,41.91033,-87.63245,Private room,75,1,91,2020-03-15,1.78,1,14,0,City registration pending
20933786,South Loop Luxury Lofts,139765116,Jose,,Bridgeport,41.84093,-87.66093,Private room,100,2,2,2017-10-07,0.04,4,347,0,City registration pending
20947233,Luxe Renovated Private Guest Suite in City Cottage,150629165,Kimberly,,Logan Square,41.91942,-87.68206,Entire home/apt,394,2,248,2020-03-14,4.89,1,0,0,R17000020066
20967119,Private Bedroom + Bathroom Wrigleyville North!,46886906,Myndi,,Uptown,41.95798,-87.65704,Private room,60,1,0,,,1,0,0,R18000036412
20979385,104 Big Room Queen & Twin bed Location Free Wi Fi,127235673,Alex,,Rogers Park,42.00629,-87.66827,Private room,40,1,29,2021-11-21,0.57,12,128,10,R17000020005
20980669,Large house in Ravenswood,9296431,Nathanael,,Uptown,41.96375,-87.67065,Entire home/apt,400,5,1,2017-11-26,0.02,1,163,0,R17000020533
20985600,Re-energize in Private Room in new Logan Square Townhouse,1257936,Paul,,Logan Square,41.91393,-87.71776,Private room,96,3,132,2021-12-11,2.59,2,298,18,City registration pending
20995084,▌▌▌THREE LEVEL Skyline View Chicago Penthouse ▌▌▌,151133847,Candace,,West Town,41.89355,-87.66209,Entire home/apt,209,3,153,2021-11-13,3.35,3,336,43,City registration pending
21009630,Best view in west loop CHICAGO,93963977,M,,Near West Side,41.88406,-87.64277,Entire home/apt,139,1,0,,,1,0,0,City registration pending
21011765,GREAT River West Condo w/Parking & Private Rooftop,38020647,Tara,,West Town,41.89509,-87.65122,Entire home/apt,100,60,1,2021-03-12,0.11,1,0,1,R20000058889
21013562,1 Bedroom Apartment in Historic Old Town House,151312537,Sara,,Lincoln Park,41.9133,-87.63506,Entire home/apt,276,1,165,2021-11-27,3.25,1,327,23,R21000072680
21028700,Great Place to Stay in Logan Square by 606 Trail!,77530633,Raymond,,Logan Square,41.91489,-87.69734,Private room,81,1,68,2021-10-11,1.44,1,133,9,City registration pending
21039504,Sunny Attic Suite at Casa de Ninners,5936145,Brett,,Bridgeport,41.83355,-87.65291,Private room,38,2,93,2020-02-17,1.82,1,11,0,R17000020500
21039622,Elegant Depaul Apt on Jonquil Park,30937767,Judith,,Lincoln Park,41.92876,-87.65427,Entire home/apt,102,5,49,2021-12-11,0.97,1,304,22,R21000073499
21043822,Quaint Two Bedroom in the WOW District,5523652,Rachel,,West Town,41.9096,-87.69482,Entire home/apt,56,3,120,2020-08-01,2.35,1,0,0,City registration pending
21052998,Classic 2 Bedroom Roscoe Village Apartment,504800,Renata,,North Center,41.93945,-87.68456,Entire home/apt,170,1,172,2021-12-10,3.39,1,319,46,City registration pending
21053371,Bucktown Sun Palace,19474560,John,,Logan Square,41.92066,-87.68531,Entire home/apt,599,3,5,2019-12-01,0.12,1,0,0,R17000020515
21062555,Comfy couch -Steps from Public Transit/Divvy,5363019,Jessica,,Lake View,41.93316,-87.66783,Shared room,21,1,1,2017-10-09,0.02,2,0,0,R17000015046
21064192,Walk to Little Italy from a Placid Townhouse Apartment,87055,Yaowapa,,Near West Side,41.87091,-87.68142,Entire home/apt,128,2,186,2021-11-27,3.63,1,93,43,City registration pending
21075121,Charming Room with Attached Private Sun Room,6457644,Lia,,Rogers Park,42.00192,-87.66794,Private room,50,7,0,,,1,0,0,City registration pending
21078574,Historic Comfortable South Shore Bungalow,151427928,William & Naudra L.,,South Chicago,41.74643,-87.5724,Private room,59,2,43,2021-11-28,0.86,2,365,16,R20000059269
21090640,Warm Nostalgic Escape,126977695,Alex,,Garfield Ridge,41.80686,-87.74087,Entire home/apt,200,10,0,,,1,0,0,R18000036429
21096983,Comfy and colorful 1 bdrm next to Lake Michigan,76030865,Ilana,,Uptown,41.95781,-87.64595,Entire home/apt,86,2,3,2017-10-19,0.06,1,0,0,City registration pending
21108423,"Beautifully Renovated, Walking distance to Lake!",91881711,Megan,,Near North Side,41.90339,-87.62925,Entire home/apt,87,4,93,2021-11-14,2.05,5,58,35,City registration pending
21110208,Luxury Wicker Park Penthouse w/ Private Rooftop,6162,Jackie,,West Town,41.90914,-87.68252,Entire home/apt,201,3,107,2021-09-22,2.10,1,82,13,R19000040579
21149807,#1 Historic Chicago Home - Private Queen Bedroom,5468317,Brian,,Rogers Park,42.0114,-87.66417,Private room,50,1,114,2021-10-19,2.24,8,3,5,R17000020477
21157736,"GREAT LOCATION! Laundry, parking, AC, 2nd floor ❤️",2630113,Nikkole,,West Town,41.8936,-87.66118,Entire home/apt,110,1,134,2021-12-06,2.65,4,73,16,R19000050520
21161463,Historic Chicago Home in the Heart of Rogers Park,5468317,Brian,,Rogers Park,42.01042,-87.66443,Entire home/apt,518,2,41,2021-11-14,0.83,8,328,7,R17000020477
21169118,Greystone Haven in Logan Square,16027807,Miriam,,Logan Square,41.92208,-87.71408,Entire home/apt,149,2,236,2021-12-05,4.94,2,31,48,R19000051164
21175666,"HydePark001, UC, Chinatown,NavyPier, freeparking",140160049,Zen Chicago,,Kenwood,41.80398,-87.60258,Private room,67,1,130,2021-11-22,2.67,4,178,39,R19000050939
21177789,"HydePark002, UC, NavyPier, Chinatown, freeparking",140160049,Zen Chicago,,Kenwood,41.80384,-87.60391,Private room,54,1,171,2021-11-20,3.35,4,355,21,R19000050939
21178038,"HydePark003, UC, NavyPier, Chinatown, freeparking",140160049,Zen Chicago,,Kenwood,41.80238,-87.60217,Private room,57,1,120,2021-11-15,2.41,4,180,30,R19000050939
21180306,"Cozy,Adorable&Affordable!JETBATH!spotless space",152918055,Tiffany,,Austin,41.88607,-87.77391,Private room,42,1,41,2020-06-28,0.87,4,163,0,R20000054987
21182082,CITY LIVING BEAUTIFUL STUDIO. NEXT TO DOWNTOWN.,95841315,Nijole Z,,Bridgeport,41.83781,-87.64642,Private room,63,1,39,2019-12-25,0.76,1,0,0,City registration pending
21189762,Lakeview apartment (Wrigley area),153025288,George,,Lincoln Park,41.93193,-87.66927,Entire home/apt,150,2,2,2017-10-22,0.04,1,0,0,City registration pending
21201032,Piece of Mind,64365094,Marcus,,West Town,41.91243,-87.70169,Private room,60,1,16,2018-10-15,0.31,1,317,0,City registration pending
21212082,Vintage Gem in West Town,47116272,Patricia,,West Town,41.89579,-87.67312,Entire home/apt,52,2,129,2021-10-24,2.89,1,17,36,R19000042328
21214671,Private Bucktown Ranch Steps to Everything Chicago,87730556,Michael,,Logan Square,41.91682,-87.68023,Entire home/apt,129,7,26,2020-02-17,0.52,1,0,0,R19000050496
21218766,Cozy Lincoln Park Apartment.,66345203,Renee,,Lincoln Park,41.92314,-87.63722,Entire home/apt,75,10,1,2017-11-28,0.02,1,0,0,City registration pending
21219773,Charming! West Loop 1-Bedroom for Rent,30595314,Lisa,,Near West Side,41.88464,-87.64384,Entire home/apt,195,2,1,2017-10-15,0.02,1,0,0,City registration pending
21239947,Cozy Mid-Century Home,97330877,Chris,,South Lawndale,41.85408,-87.69598,Private room,60,1,0,,,1,0,0,City registration pending
21245329,Private room with view of the 606 and private bath,1257936,Paul,,Logan Square,41.91438,-87.71637,Private room,89,3,130,2021-05-01,2.55,2,348,2,City registration pending
21250973,#4 Historic Chicago Home - Private Single Bedroom,5468317,Brian,,Rogers Park,42.00976,-87.66234,Private room,35,1,144,2021-11-12,2.82,8,3,9,R17000020477
21252535,#5 Historic Chicago Home - Private Queen Bedroom,5468317,Brian,,Rogers Park,42.01142,-87.66278,Private room,52,1,156,2021-08-15,3.06,8,3,8,R17000020477
21254509,Your Fantastic Futon! 1st Floor TV room with locks,5468317,Brian,,Rogers Park,42.01132,-87.6627,Private room,23,1,23,2019-02-18,0.45,8,198,0,R17000020477
21254658,#2 Historic Chicago Home - Private King Bedroom,5468317,Brian,,Rogers Park,42.01034,-87.66452,Private room,50,1,58,2021-09-07,1.22,8,3,3,R17000020477
21260476,Deluxe Uptown Condo,120463181,Bobby,,Uptown,41.96961,-87.65239,Entire home/apt,139,2,62,2021-12-08,1.23,1,141,30,City registration pending
