id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
50269785,"Cozy 2bd unit,10mins 4m dwntwn,IDEAL FOR LONG STAY",175692579,Max,,Douglas,41.83275,-87.62007,Entire home/apt,115,3,6,2021-11-07,1.10,3,79,6,R20000054504
50273638,Master Suite w/ Private Bathroom in Humboldt Park,319337129,Jess,,Humboldt Park,41.90698,-87.72257,Private room,78,1,10,2021-10-23,1.91,1,62,10,R21100054389
50277419,"Modern Gold Coast 3BR w/ Gym, Roof Deck, near Water Tower, by Blueground",107434423,Blueground,,Near North Side,41.89976,-87.62179,Entire home/apt,265,30,0,,,357,252,0,32+ Days Listing
50277502,"Fantastic River North 1BR w/ Gym, Rooftop, 1 block to L, by Blueground",107434423,Blueground,,Near North Side,41.8934,-87.63242,Entire home/apt,160,30,1,2021-08-31,0.28,357,316,1,32+ Days Listing
50279167,Entire Condo 2Bed/2Bath freshly Renovated,113262300,Mario,,Albany Park,41.96549,-87.72175,Entire home/apt,101,1,24,2021-11-29,4.14,1,166,24,R19000042303
50281025,Safe/ EZ Traveling Apt. 2BED/1BATH,405989372,Eduardo,,Jefferson Park,41.97378,-87.75566,Entire home/apt,82,30,10,2021-08-11,1.75,1,0,10,City registration pending
50282484,Wrigley 2 bedroom 2 bath with free parking & yard!,72214324,Martin,,Uptown,41.95457,-87.6572,Entire home/apt,320,3,10,2021-09-26,1.61,1,183,10,City registration pending
50288668,Welcoming Duplex w/ Parking next to Humboldt Park!,80764760,Lourdes,,West Town,41.9039,-87.69532,Entire home/apt,84,1,19,2021-12-12,3.48,2,322,19,City registration pending
50291798,Welcome to the Chi!  Close to Downtown,271246579,Jasna,,West Town,41.89092,-87.65753,Entire home/apt,143,2,6,2021-11-21,2.69,1,309,6,R21000069999
50292435,"Modern ap.close to train, Restaurants,Coffee shops",406108072,Margaret,,Logan Square,41.92223,-87.700958,Entire home/apt,145,30,8,2021-11-14,1.40,1,229,8,City registration pending
50299400,SafestArea duplex-Lincoln Park by brown line train,191736422,Niloo & Damoon,,Lincoln Park,41.93047,-87.65221,Entire home/apt,293,3,12,2021-11-27,3.10,1,248,12,City registration pending
50303061,p01 Downtown Chicago 8 minutes away New Queen Bed,260588213,Zaine Lizandra,,Mckinley Park,41.82608,-87.66769,Private room,36,2,18,2021-12-06,3.02,10,359,18,R21000063925
50304485,Comfortable modern clean garden unit.,45070609,Gaetano,,Greater Grand Crossing,41.76049,-87.59995,Entire home/apt,55,7,7,2021-11-28,1.18,2,346,7,R21000061629
50305589,Garden Studio in Hyde Park Township,340545527,Kimberly,,Greater Grand Crossing,41.7663,-87.62065,Entire home/apt,70,5,4,2021-10-16,0.70,2,349,4,R21000070000
50308546,Modern Spacious Studio on the Riverwalk!,391945218,Matt,,Loop,41.88583,-87.63251,Entire home/apt,100,32,0,,,20,89,0,
50310536,Chicago Deluxe 3 bdrm Duplex w/Covered Parking,30433615,Andrijana,,West Town,41.90774,-87.66981,Entire home/apt,301,2,18,2021-11-29,3.02,7,357,18,R21000074106
50311187,Chicago Spacious Modern 3 bdrm w/ Parking,30433615,Andrijana,,West Town,41.90652,-87.66741,Entire home/apt,344,2,13,2021-11-28,2.27,7,357,13,R21000074106
50311566,Chicago Luxe 3 bdrm Duplex w/ Parking,30433615,Andrijana,,West Town,41.9062,-87.66771,Entire home/apt,301,2,18,2021-11-28,2.95,7,363,18,R21000074106
50313504,Modern 3bed/2bath near heart of Chicago downtown.,404709283,Sedrick,,East Garfield Park,41.87276,-87.69588,Entire home/apt,190,1,17,2021-12-01,2.74,1,298,17,City registration pending
50325173,State of the Art Modern Private Room and Bath!,10350152,Bernie,,West Town,41.90096,-87.68882,Private room,110,1,11,2021-10-11,2.20,2,270,11,R24238881688
50327685,"Modern 3BR Apt in Boystown, 12-min walk to Wrigley",259688317,Vincent & Sofia,,Lake View,41.94434,-87.64423,Entire home/apt,211,1,23,2021-12-06,3.85,21,354,23,R21000062384
50328576,"Homey 2BR Unit in Boystown, Steps from Everything",259688317,Vincent & Sofia,,Lake View,41.94638,-87.64433,Entire home/apt,214,1,43,2021-12-07,7.21,21,352,43,R21000062384
50330511,"Feel Home in Chicago, with parking & lots of space",58183515,D & B,,West Ridge,42.01249,-87.68453,Entire home/apt,177,1,19,2021-12-06,3.61,2,348,19,R18000031942
50331852,"Close to DT and MDW, walk to subway, free parking",40832200,Michael,,Brighton Park,41.82995,-87.69149,Entire home/apt,85,2,13,2021-11-27,2.35,4,252,13,R21000069162
50334589,Montrose Loft,269600819,Allison,,Irving Park,41.96349,-87.73425,Entire home/apt,85,3,9,2021-10-04,1.81,5,104,9,R19000048145
50338974,"Luxe Stay - Claridge House, Queen Junior Suite",279208831,Claridge House Hotel,,Near North Side,41.90641,-87.63019,Private room,169,1,0,,,6,59,0,2457970
50343582,The Glowing Getaway (2BR),1118796,Stephanie,,Loop,41.87837,-87.62983,Entire home/apt,191,1,27,2021-11-30,5.13,9,243,27,City registration pending
50345370,💠💚💠Minimalist Studio Apt.  Near Wrigelyville !!💠💚💠,399478181,Khalil,,Lake View,41.93918,-87.67119,Entire home/apt,80,1,12,2021-11-14,2.00,1,354,12,City registration pending
50345830,Lincoln Park Family Home -4BR with Backyard,60963137,Augustin Et Sophie,,Lincoln Park,41.92473,-87.66717,Entire home/apt,320,5,2,2021-08-10,0.44,1,0,2,“Registration pending”
50347450,Stylish 1 bdr close Downtown|Wrigley|Andersonville,273591286,Regina,,Uptown,41.96847,-87.67144,Entire home/apt,77,1,39,2021-12-08,6.57,7,36,39,R21000064319
50349935,Large Apartment in the Heart of Ukrainian Village,143795719,Zak,,West Town,41.90031,-87.6804,Entire home/apt,73,2,11,2021-12-05,2.01,1,355,11,R21000069564
50352626,Private bed and bath in lofted funky apartment,126810981,Nathaniel,,West Town,41.901833,-87.690605,Private room,100,4,16,2021-10-24,2.93,1,317,16,R21000075165
50361702,Charming Master bedroom with private bath,288665389,Ayanna And Lawrence,,East Garfield Park,41.87046,-87.69518,Private room,57,32,1,2021-09-11,0.31,4,46,1,
50362813,A Spacious townhouse 2 bedrooms 3 beds 2 Bathrooms,136940279,Didi,,Near West Side,41.86978,-87.68267,Private room,200,2,9,2021-11-28,1.99,1,91,9,City registration pending
50363524,Room 14 Pershing Inn,34191427,Sonia,,Brighton Park,41.82179,-87.69522,Private room,38,2,7,2021-11-01,1.39,8,355,7,City registration pending
50363989,"King Suite w 3 Bed, 2 Bath, W/D, Full Kitchen on Clark Street near the Zoo (501 PH)",53964832,Jonathan,,Lincoln Park,41.93086,-87.64266,Entire home/apt,189,2,5,2021-11-27,0.99,14,359,5,2718818
50363992,"Modern 2 Bedroom + 2 Bath, Bunk Beds, Steps from Lincoln Park (303)",53964832,Jonathan,,Lincoln Park,41.93051,-87.64477,Entire home/apt,114,3,3,2021-11-28,0.55,14,362,3,2718818
50364005,"Two Bedrooms w Two Bathrooms and Full Kitchen, TV, Sonos, Lincoln Park (403)",53964832,Jonathan,,Lincoln Park,41.929,-87.64298,Entire home/apt,176,3,7,2021-12-13,1.52,14,353,7,2718818
50366935,Luxurious 3b/2b family unit w opt parking/sleeps 8,370154553,Innesa,,Near South Side,41.855,-87.6233,Entire home/apt,192,2,36,2021-12-12,5.93,30,127,36,R21000052683
50390576,"Deluxe Ravenswood 1BR w/ Rooftop, BBQ, next to Brown line, by Blueground",107434423,Blueground,,North Center,41.96137,-87.67441,Entire home/apt,123,30,0,,,357,277,0,32+days Listing
50390584,"Roomy Ravenswood 2BR w/ Rooftop, BBQ, next to Brown line, by Blueground",107434423,Blueground,,Lincoln Square,41.96196,-87.67646,Entire home/apt,154,30,0,,,357,336,0,32+days Listing
50391008,"Amazing Ravenswood 1BR w/ Rooftop, BBQ, next to Brown line, by Blueground",107434423,Blueground,,Lincoln Square,41.96203,-87.67623,Entire home/apt,119,30,0,,,357,316,0,32+days Listing
50391061,SUNNY Chicago Private Room,26404242,G,,Montclare,41.92823,-87.79741,Private room,59,1,7,2021-11-15,1.35,3,180,7,R21000072582
50391101,Wicker Park Walk Up,15725234,Josh,,West Town,41.89973,-87.6785,Entire home/apt,138,2,0,,,1,55,0,Registration Pending
50393005,"Urban Oasis - no fees, no stress - just happiness",4900623,Christiane,,Lower West Side,41.85791260491,-87.64368004447945,Private room,79,3,1,2021-12-06,1,1,155,1,R21000074021
50396276,Amazing Views from Spacious Studio near  Riverwalk,391945218,Matt,,Loop,41.88542,-87.63232,Entire home/apt,188,32,0,,,20,89,0,
50398747,A modern & homely 3 bdrm apt near Washington Park,276612710,Kyra,,Washington Park,41.79118,-87.62548,Entire home/apt,119,1,15,2021-11-29,3.54,1,170,15,R21000069439
50402581,Beautiful apartment in Lakeview!,49502812,LuLu,,Lake View,41.95083,-87.64863,Entire home/apt,150,3,6,2021-11-15,1.10,1,5,6,R21000074848
50402647,Discover North Side Chicago from Modern Apartment,228485415,Syed,,West Ridge,41.99863,-87.69157,Entire home/apt,100,2,9,2021-09-05,1.54,4,0,9,City registration pending
50410759,Gale Chicago Signature King,404729081,Ann,,Near North Side,41.89868,-87.62277,Private room,156,1,0,,,8,360,0,City registration pending
50410861,Gale Chicago Signature King ADA,404729081,Ann,,Near North Side,41.9002,-87.62054,Private room,156,1,0,,,8,341,0,2207225
50410925,Gale Chicago Signature Two Double Beds,404729081,Ann,,Near North Side,41.89979,-87.62225,Private room,164,1,7,2021-11-24,1.54,8,361,7,2207225
50410986,Gale Chicago Signature Two Double Beds ADA,404729081,Ann,,Near North Side,41.89997,-87.62269,Private room,164,1,0,,,8,331,0,2207225
50411063,Gale Chicago Signature One Bedroom Suite,404729081,Ann,,Near North Side,41.90006,-87.62203,Private room,206,1,10,2021-11-12,1.96,8,365,10,61-1861379
50411118,Gale Chicago Signature One Bedroom Suite ADA,404729081,Ann,,Near North Side,41.90003,-87.62276,Private room,206,1,1,2021-08-23,0.26,8,365,1,2207225
50411184,Gale Chicago Grande Suite One Bedroom,404729081,Ann,,Near North Side,41.89876,-87.6227,Private room,270,1,2,2021-10-03,0.60,8,365,2,2207225
50411242,Gale Chicago Grande Suite Two Bedrooms,404729081,Ann,,Near North Side,41.89836,-87.62054,Private room,533,1,8,2021-11-28,1.46,8,365,8,61-1861379
50414182,Beautiful Downtown 1 bedroom unit,30272013,Marcus,,Near West Side,41.88427,-87.65482,Entire home/apt,315,2,4,2021-09-05,0.88,1,344,4,City registration pending
50417799,Y3- Mansion Shared coed Room,163484540,Francineuma Vitoriano Dos Santos,,Calumet Heights,41.72866,-87.57651,Shared room,27,2,2,2021-10-03,0.78,19,0,2,R21000062044
50421406,Deluxe King Chicago Hotel Collection River North,407354237,The Chicago Hotel,,Near North Side,41.89729,-87.63581,Private room,109,1,6,2021-07-31,1.02,2,0,6,City registration pending
50424002,BRAND NEW 2 br Elegant Renovation Bucktown/Chicago,4883288,Dusanka,,Logan Square,41.91777,-87.67253,Entire home/apt,278,2,12,2021-11-27,2.63,1,350,12,R20000055388
50424821,p02 Downtown Chicago 8 minutes away New Queen Bed,260588213,Zaine Lizandra,,Mckinley Park,41.82779,-87.66754,Private room,35,2,7,2021-12-06,1.21,10,284,7,R21000063925
50425013,p04 Downtown Chicago 8 minutes away Self Check in,260588213,Zaine Lizandra,,Mckinley Park,41.82644,-87.66941,Private room,38,2,13,2021-11-05,2.18,10,352,13,R21000063925
50425123,P05 SELF CHECK IN Downtown Chicago 8 minutes away,260588213,Zaine Lizandra,,Mckinley Park,41.82616,-87.66751,Private room,33,2,7,2021-12-07,1.18,10,337,7,R21000063925
50431714,Stunning Penthouse (B) - Downtown River North!!!,170785489,Dmd,,Near North Side,41.89675,-87.63755,Entire home/apt,356,2,19,2021-12-06,3.83,40,312,19,2665022
50433862,3 bdr Apt-Avondale-Parking and workspace included!,99273655,Eric,,Avondale,41.93566,-87.72382,Entire home/apt,160,2,14,2021-12-12,3.44,1,111,14,R21000068277
50441239,2 bedroom | 1.5 bath | Bucktown near blue line,407519523,Ericka,,Logan Square,41.91829,-87.68805,Entire home/apt,165,2,8,2021-11-27,1.46,1,157,8,R21000069200
50459339,Skyline Views! Ready for Travel & Work [30+ days],77523135,Sadia,,Near North Side,41.89402,-87.62681,Entire home/apt,189,30,1,2021-10-02,0.40,1,127,1,City registration pending
50461162,Homey in Hermosa,207168609,Melissa,,Logan Square,41.91906,-87.72644,Entire home/apt,151,2,17,2021-11-27,3.13,1,365,17,R21000069983
50462364,Sophisticated 1BR Condo in Rogers Park!,47567772,Kamdyn,,Rogers Park,41.99973,-87.66202,Private room,175,2,3,2021-11-20,0.52,3,239,3,2745822
50469120,Travelers Retreat in Old Town Chicago,142476139,Celia,,Near North Side,41.90986,-87.64104,Entire home/apt,139,1,16,2021-11-21,2.79,1,305,16,2807614
50472110,Classic Dbl Chicago Hotel Collection River North,407354237,The Chicago Hotel,,Near North Side,41.8976,-87.63734,Private room,109,1,0,,,2,0,0,2492352
50473263,"Sleek Lakeview Studio w/ Rooftop Pool, near Wrigley Field, by Blueground",107434423,Blueground,,Lake View,41.94428,-87.64105,Entire home/apt,104,30,1,2021-07-23,0.21,357,309,1,32+ Days Listing
50481036,Luxury Corner 2BR in Streeterville | Roof Deck | Lake Views,126179580,Staywell,,Near North Side,41.89923,-87.62149,Entire home/apt,181,2,18,2021-12-07,3.42,17,354,18,R21000064643
50484062,Quiet vintage apartment,407843126,Julie,,Austin,41.88852,-87.76119,Entire home/apt,142,2,3,2021-10-17,1.22,3,365,3,R21000070009
50484142,Nice and Spacious Home in Humboldt Park,78071610,Ian,,Humboldt Park,41.89943,-87.71882,Private room,75,2,10,2021-11-14,2.21,1,362,10,R21000064658
50487941,Spectacular 1 bedroom in 2nd level condo,69428162,Alieu,,West Town,41.90546,-87.69454,Private room,28,21,0,,,1,0,0,ST5517
50489917,Italian neighborhood close to the City,371036931,Roseanna,,Near West Side,41.8726,-87.65365,Entire home/apt,113,5,5,2021-10-12,1.10,26,160,5,Registered
50505276,Charming private bedroom,288665389,Ayanna And Lawrence,,East Garfield Park,41.87203,-87.69489,Private room,54,32,1,2021-08-29,0.28,4,90,1,
50505631,Charming Master bedroom with private bath-s,288665389,Ayanna And Lawrence,,East Garfield Park,41.87122,-87.69506,Private room,67,32,0,,,4,45,0,
50505855,Charming private bedroom-s,288665389,Ayanna And Lawrence,,East Garfield Park,41.86972,-87.69475,Private room,60,32,1,2021-11-28,1,4,90,1,
50510932,Luxurious 3b Family Heaven w opt parking/sleeps 8,370154553,Innesa,,Near South Side,41.85435,-87.62549,Entire home/apt,192,2,22,2021-12-07,3.79,30,154,22,R21000052511
50521751,"Cozy Modern 1BR Apt, 10-min Walk to Wrigley Field",259688317,Vincent & Sofia,,Lake View,41.94608,-87.64447,Entire home/apt,132,2,36,2021-12-10,6.75,21,362,36,R21000062384
50521937,Unbeatable Location @TheLoop steps MillenniumPark✭,262499958,Jake,,Loop,41.88611,-87.62503,Entire home/apt,138,2,5,2021-11-01,0.85,3,138,5,R18000031622
50522258,"Steps to Lincoln Park, Old Town, Restaurants,Shops",5339120,Ishin,,Lincoln Park,41.91724,-87.63863,Entire home/apt,122,1,17,2021-11-16,3.49,3,288,17,R21000063265
50522627,Stylish & Cozy 1BR in Boystown w/ Modern Amenities,259688317,Vincent & Sofia,,Lake View,41.94397,-87.64518,Entire home/apt,119,2,36,2021-12-09,6.55,21,362,36,R21000062384
50526328,Large Executive Row house in Historic Pullman,104423227,Stephanie,,Pullman,41.68789,-87.61048,Entire home/apt,120,2,10,2021-08-29,1.74,1,162,10,City registration pending
50526969,Lovely Private Bedroom near Loyola University,3232394,Ilie,,West Ridge,42.000015,-87.683632,Private room,40,2,18,2021-11-29,3.42,2,0,18,R21000069119
50539463,Wrigley Lakeview Gem - walk to Wrigley/parking,153282233,Justin,,Lake View,41.94867,-87.66002,Entire home/apt,144,1,29,2021-12-08,6.44,5,84,29,R19000039323
50541693,"Modern, Fully Renovated Logan Square Coach House",10990820,Jennifer,,Logan Square,41.92605,-87.68994,Entire home/apt,272,3,23,2021-12-13,4.18,1,92,23,R21000070151
50547772,"Sweet Home Chicago (house) - free parking, by Sox",25894549,Laurel,,Bridgeport,41.84392,-87.64325,Entire home/apt,636,3,1,2021-09-06,0.30,2,83,1,R21000064379
50552536,UK Village 2Bd Condo w/ Huge Patio- Dog Friendly 🐾,2226466,Jenny,,West Town,41.89243,-87.68313,Entire home/apt,151,1,13,2021-11-28,3.90,1,340,13,R21000069699
50566046,Vibrant & Stylish 4 Bed Condo near Humboldt Park,80764760,Lourdes,,West Town,41.90366,-87.69547,Entire home/apt,79,1,22,2021-12-06,4.26,2,323,22,City registration pending
50566631,"GORGEOUS 3BR/3BA Duplex, with Parking!",30482715,Sean,,West Town,41.89127,-87.68229,Entire home/apt,366,3,5,2021-11-30,1.49,3,353,5,2802836
50570699,Perfect 4th of July Condo!,27654914,Dustin,,Loop,41.87164,-87.63397,Entire home/apt,250,3,0,,,1,0,0,City registration pending
50572822,420 friendly 3BR/2BA heaven with optional parking,395498979,Milan,,Near South Side,41.8527,-87.6251,Entire home/apt,169,2,33,2021-12-11,5.76,13,197,33,R21000051091
50574482,Wicker Park Charmer,4289231,Douglas,,West Town,41.90837,-87.66826,Entire home/apt,95,2,31,2021-12-12,5.41,2,340,31,City registration pending
50583561,2BR 2BTH unit with street packing on premises,247500723,Beatrice,,Kenwood,41.81147,-87.59347,Entire home/apt,145,3,10,2021-10-17,1.91,2,365,10,R21000074139
50589144,"Elegant south loop 2 bedroom apartment, Wifi, park",9339313,Leon,,Lower West Side,41.8595,-87.65143,Entire home/apt,57,32,20,2021-12-05,3.45,8,358,20,R17000014174
50590536,Lovely 2 bedroom condo with a great patio.,7670001,Michael,,Douglas,41.83905,-87.62176,Entire home/apt,169,2,12,2021-11-29,3.00,1,337,12,R21000069367
50594581,"Lovely 2 bedroom condo, relaxing, peaceful warm.",402792711,Jessica,,Beverly,41.69977,-87.66974,Entire home/apt,147,1,19,2021-12-06,3.48,3,357,19,2803293
50599177,Washington Estate minutes from University of CHI,408824247,Latarsha,,Washington Park,41.78919,-87.61938,Entire home/apt,153,3,8,2021-10-12,1.68,1,365,8,City registration pending
50603098,Bohemian House Near Downtown Chicago,4057812,Marc,,South Lawndale,41.85113,-87.69728,Entire home/apt,110,32,2,2021-10-11,0.48,7,308,2,
50613861,Safe and clean bedroom in a 3 unit apartment,23612069,Tj,,Near West Side,41.87994,-87.68348,Private room,49,1,7,2021-08-29,1.28,23,348,7,City registration pending
50619453,Private Studio Apt in the Heart of Wicker Park!,33129051,Tommy & Sarah,,West Town,41.90833,-87.67115,Entire home/apt,74,2,33,2021-12-05,5.93,1,323,33,R21000066616
50620728,Cozy 1 Bedroom Apartment near Wrigley Field.,1517250,Joshua,,Lincoln Square,41.9631,-87.68138,Entire home/apt,150,2,14,2021-10-17,2.55,1,90,14,City registration pending
50623358,Melrose Studio in Lakeview East,22530860,Natalia,,Lake View,41.940807,-87.642036,Entire home/apt,103,1,3,2021-12-05,3,1,299,3,R21000068903
50630514,"Sleek West Loop 1BR, walk to Loop & Restaurant Row, near L, by Blueground",107434423,Blueground,,Near West Side,41.88515,-87.64302,Entire home/apt,125,30,0,,,357,242,0,32+ Days Listing
50630534,"Ideal West Loop 1BR, walk to Loop & Restaurant Row, near L, by Blueground",107434423,Blueground,,Near West Side,41.88499,-87.64487,Entire home/apt,119,30,0,,,357,329,0,32+ Days Listing
50630606,"Elegant Streeterville Studio w/ Gym, Pool, near Navy Pier, by Blueground",107434423,Blueground,,Near North Side,41.89328,-87.61519,Entire home/apt,139,30,0,,,357,136,0,32+ Days Listing
50632700,"Bright Streeterville 2BR w/ Gym, Pool, near Navy Pier, by Blueground",107434423,Blueground,,Near North Side,41.892502,-87.61628,Entire home/apt,155,30,0,,,357,254,0,32+ Days Listing
50633147,"Tasteful Streeterville 1BR w/ Gym, Pool, near Navy Pier, by Blueground",107434423,Blueground,,Near North Side,41.89152,-87.61702,Entire home/apt,118,30,0,,,357,8,0,32+ Days Listing
50637985,Cozy 2bd/2ba in Boystown/Wrigleyville,12904658,Nick,,Lake View,41.9461,-87.64993,Entire home/apt,174,3,15,2021-11-21,3.28,1,83,15,2813918
50638737,Spacious 2-bedroom unit with patio & games,409137639,Heidy,,Irving Park,41.94426,-87.73662,Entire home/apt,106,1,4,2021-07-25,0.73,1,0,4,City registration pending
50639536,Logan Square Spacious Apartment with parking spot,328887439,Sarah,,Logan Square,41.92899,-87.72182,Entire home/apt,129,1,16,2021-11-27,3.50,3,317,16,R21000073895
50641075,Level ◆ Brand New Luxe JR Two Bedroom Suite,177188450,Level,,Near North Side,41.89039,-87.63844,Entire home/apt,150,32,1,2021-08-08,0.23,20,365,1,
50641249,Level ◆ Brand New Executive One Bedroom & Office,177188450,Level,,Near North Side,41.89034,-87.63711,Entire home/apt,130,32,1,2021-08-28,0.27,20,365,1,
50641400,Level ◆ Brand New Luxe Studio,177188450,Level,,Near North Side,41.89045,-87.63878,Entire home/apt,150,32,0,,,20,332,0,
50644291,Medical District Gem.,382098370,Ivy,,Near West Side,41.86731,-87.68622,Entire home/apt,92,32,2,2021-09-30,0.55,1,235,2,
50645366,Private Bedroom Near O’hare,37194479,Rudia,,Norwood Park,41.9956,-87.78763,Private room,29,1,1,2021-08-04,0.22,1,0,1,City registration pending
50652021,Cozy bedroom in Pilsen,23010395,Jann,,Lower West Side,41.85531,-87.65532,Private room,50,1,2,2021-08-27,0.44,1,358,2,City registration pending
50653294,Lovely 1 bedroom rental in the historic Hyde Park.,408740232,Magnificent,,Hyde Park,41.7987565383691,-87.58548704478919,Entire home/apt,85,1,0,,,1,347,0,R21000072228
50662837,Hugh's Haven...Albany Park Spacious 2 bedroom,161781533,Hugh,,Albany Park,41.9624,-87.70554,Entire home/apt,92,32,13,2021-11-28,2.50,2,165,13,R20000053072
50677599,Large room by Uni of Chicago/Jackson Hospital,125651621,Tavis,,South Shore,41.76292,-87.59051,Private room,60,1,2,2021-08-02,0.38,2,317,2,R21000075320
50678129,University Manor upscale mansion for campus visits,143937691,Caryl,,Hyde Park,41.80029,-87.59894,Entire home/apt,450,3,2,2021-11-27,1.00,6,342,2,R21000074380
50679697,Sunny Charming 2BR/1BA Medical District Monthly,105135679,Michael,,Lower West Side,41.85725,-87.68536,Entire home/apt,80,28,1,2021-08-13,0.24,3,358,1,R18000036443
50697222,#F Comfy Private bedroom Shared bath Near Downtown,401777272,Sweet Home Of Chicago,,Bridgeport,41.84673,-87.6478,Private room,39,1,14,2021-11-28,2.86,6,180,14,R21000063936
50697814,#D Comfy Private bedroom Shared bath Near Downtown,401777272,Sweet Home Of Chicago,,Bridgeport,41.84687,-87.64783,Private room,39,1,11,2021-11-28,2.19,6,365,11,R21000063936
50700037,Cozy Suite 205,265059752,J And F Apartments,,Calumet Heights,41.733,-87.58381,Entire home/apt,78,3,8,2021-11-07,1.67,4,177,8,R19000042634
50702684,Spacious Private Room Conveniently Located Chicago,90091602,Christine,,Humboldt Park,41.89554,-87.69777,Private room,49,2,7,2021-11-28,2.08,1,28,7,City registration pending
50723779,Jaunt￨Spectacular University Apt ￨Hyde Park+Patio,291819598,Jamie,,Hyde Park,41.80071,-87.59937,Entire home/apt,149,2,15,2021-11-28,3.15,2,261,15,R20000053625
50724592,Lovely Garden Studio Apartment.,223183083,Kasey,,Avondale,41.93521,-87.73076,Entire home/apt,77,1,15,2021-11-20,2.87,1,107,15,R21000064459
50726344,Jaunt￨2 Story Old Town Apt￨Balcony + Rooftop Deck!,391829495,Jamie,,Near North Side,41.9078,-87.63818,Entire home/apt,258,2,1,2021-12-11,1,3,249,1,R21000062403
50729270,BOHO STYLED HYDE PARK/BRONZEVILLE,47195579,Destine,,Woodlawn,41.77806977001289,-87.60189882311191,Private room,90,2,0,,,2,180,0,R21000062052
50731285,Logan’s Cozy  Inn.,105930911,Joe,,Logan Square,41.9315,-87.71294,Entire home/apt,143,2,15,2021-11-21,3.24,1,167,15,City registration pending
50735762,Peaceful Luxury Logan Apartment W/Stylish KING Bed,137405346,R&R Legacy Properties,,Logan Square,41.92518222698231,-87.7007686283046,Entire home/apt,126,2,25,2021-12-05,4.93,1,132,25,R18815516953
50751566,5min to Wicker & DT | Lux Flat + W&D | Zencity,47172572,Zencity,,West Town,41.89396,-87.65199,Entire home/apt,78,3,4,2021-10-31,1.22,62,100,4,R21000062563
50755637,Free Park | Fun & Lux Loft Near Attractions KingBr,410180561,Earlicia,,Near South Side,41.85934,-87.62569,Entire home/apt,109,1,23,2021-12-02,5.61,1,140,23,R21000065452
50758845,"Modern Lakeview 1BR w/ Gym, Pool, 1 block to Lincoln Park, by Blueground",107434423,Blueground,,Lake View,41.94625,-87.64269,Entire home/apt,130,32,0,,,357,286,0,
50758854,"Dreamy West Loop 1BR w/ Gym, W/D, near dining + Union Park, by Blueground",107434423,Blueground,,Near West Side,41.88081,-87.66626,Entire home/apt,115,32,0,,,357,27,0,
50765568,Modern light filled apt by West Loop!,25108912,Shante,,East Garfield Park,41.87661,-87.69755,Entire home/apt,165,2,3,2021-11-15,0.87,1,322,3,R21000068938
50773644,Grand Studio in the Heart of Lakeview!,21858408,Carrie,,Lake View,41.93903,-87.65329,Entire home/apt,64,32,3,2021-11-13,0.73,1,77,3,
50787092,Entire Apartment -  Logan Square Two Bedroom,230426593,Victor,,Logan Square,41.91917,-87.69365,Entire home/apt,143,2,11,2021-11-26,2.77,1,77,11,R21000064641
50787434,Nice&clean 1 bedroom apartment with free parking,144706165,Darya,,Ohare,41.97317,-87.84414,Entire home/apt,70,3,15,2021-11-21,3.15,1,53,15,R21000064655
50789154,Amazing 1Bedroom with a great view at Westloop,198161836,Berkay,,Near West Side,41.88188,-87.64423,Entire home/apt,180,7,4,2021-12-12,1.26,1,78,4,R21000064365
50793099,Private Large Room A6 by Chinatown,410504785,Ray,,Bridgeport,41.84324,-87.6378,Private room,40,2,13,2021-11-27,3.02,6,180,13,R21000069364
50793889,Logan Square 3BR Apt Comfy Deluxe King Sized Beds,327709604,Kara,,Avondale,41.93687,-87.71864,Entire home/apt,177,2,9,2021-11-15,1.72,9,357,9,R21000062166
50796659,"Logan Square Corner 3BR, Walkable to Highlights",327709604,Kara,,Avondale,41.93402,-87.71651,Entire home/apt,224,2,12,2021-11-29,2.28,9,346,12,R21000062401
50806223,Cozy  2 bedroom apartment in Belmont-Cragin,410645419,Mirsada,,Belmont Cragin,41.93274,-87.77639,Entire home/apt,95,1,2,2021-10-24,0.59,2,363,2,R21000070482
50806225,Cozy private space with two bedrooms 1 bathroom,410645419,Mirsada,,Austin,41.92184,-87.80349,Entire home/apt,100,1,3,2021-11-14,0.78,2,365,3,R21000069368
50808262,"Luxury 3 bd, 2 bath Condo - 15 min from downtown",242845484,DSJ Enterprise,,Austin,41.89132,-87.76772,Entire home/apt,200,2,6,2021-11-14,1.38,1,365,6,R56432679689
50811113,No1 Location 1 bedroom w Amazing view/Pool/Gym/Spa,321302737,Tariq,,Loop,41.88714,-87.61563,Entire home/apt,146,32,0,,,1,180,0,
50825751,A lovely 1 rental bedroom in the Chicago area,395651225,Emmanuel,,Humboldt Park,41.89205,-87.71335,Private room,76,1,5,2021-10-22,1.58,2,365,5,R21000069217
50832988,Modern 2b/2b family heaven w opt parking/sleeps 6,370154553,Innesa,,Near South Side,41.85394,-87.62323,Entire home/apt,142,2,16,2021-11-14,3.14,30,207,16,R21000052172
50837332,"Sleek West Loop 1BR w/ Gym, W/D, near dining + Union Park, by Blueground",107434423,Blueground,,Near West Side,41.87865,-87.66628,Entire home/apt,114,32,0,,,357,331,0,
